0000000000000000	0
8000000000000000	0
3fb999999999999a	0.1
3fd5555555555555	0.3333333333333333
3eb0c6f7a0b5ed8d	0.000001
3e7ad7f29abcaf48	1e-7
4415af1d78b58c40	100000000000000000000
444b1ae4d6e2ef50	1e+21
0000000000000001	5e-324
7fefffffffffffff	1.7976931348623157e+308
4340000000000000	9007199254740992
43abc16d674ec801	1000000000000000100
3fdfffffffffffff	0.49999999999999994
bfdfffffffffffff	-0.49999999999999994
87985aa5155b24a3	-4.501898332632966e-272
4820f4c481b3ac98	2.8849349112784514e+39
703a078829a8e24d	4.0411147699748494e+232
89ca4f1dc5186e29	-1.6710094656727838e-261
d37862a73ab14b11	-1.2716509236290659e+94
69bf3df84e0f25f8	2.3914258705772296e+201
fcbe64a03565ea15	-7.582464177033733e+292
8cc6cec6f6daad69	-4.0775144333856304e-247
cd8c4692ee9aa39d	-3.7222207589614215e+65
e7c283c940c4fa94	-6.599424079819678e+191
2d54bebfeae37c3e	2.5459928261174917e-90
29fb2f0ccf4ba921	1.85195972417174e-106
f79556d6f4b8b651	-1.100917176439623e+268
ac2e0a68c104a7f9	-7.032032595153672e-96
ea8e0d844ced9b7b	-1.8844820523026246e+205
0fd213faf803d0ac	1.8194280955322446e-232
c0d42547cbe00859	-20629.121818550255
9782e8ac9876b107	-2.0236654224692012e-195
8498b3accf42219a	-1.6222348069322538e-286
e555a0627a60d10e	-1.4021798354689137e+180
686504eed7ecb2d2	7.671933499659723e+194
776c93294431f40d	1.8427656434338242e+267
2cbd43f51cb79314	3.5074920135027427e-93
3479ebbe28cbc819	6.607092621851859e-56
68d0df5d14539ec0	7.882735956690855e+196
96fe0da5be1a4600	-6.281960148141264e-198
2d9d90cd6f0b9eef	5.8056185583487844e-89
86186004c90c0408	-2.6856533645183204e-279
7829390ebe1207ca	6.662555099284244e+270
238c2f5f6a9411ec	1.8934367188643908e-137
fd9552b8af8d5279	-8.715789012754763e+296
bd8c63980e101787	-3.2274600612423927e-12
90fecf176a9d78b9	-8.128308723415527e-227
74cd75fc94218065	4.319884612054221e+254
21833c13862e9d73	3.0085479284557403e-147
e59a21d395a23163	-2.7108925022525707e+181
a2492c247e701782	-1.6127136088614106e-143
ec8d5182911b695c	-7.896000550131292e+214
7a227fc48e864009	2.0987292506852287e+280
966f2a0a16e4203d	-1.2722987863177267e-200
ce9ae0ccc2e6182d	-4.637649923855383e+70
3d94a35c961183c3	4.692567814201635e-12
6b5fae174d3d2a79	1.6273567562615926e+209
e63db6404e46597a	-3.1562257751894084e+184
2842220eec7955ef	9.204120281394701e-115
